Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR9_25,08/11/2018,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B,53.54285400,9.98594100,S,nan,nan,Natural Gas - leak,nan,Am Sadtorkai,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"UU collection, RHUL measurements",IRMS,RHUL,3,-70.17,0.3401,0.2659,30.47019565,1.00682156,,,,,,,BSCE Bisector
RHUL_KM_,3,Mixed,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,54.19800,-0.85200,nan,nan,nan,Manure,"Mobile inlet, car",Manure pile behind hedge on west side of road,Great Barugh,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,5,-49.29,0.73,1.00,12399,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_KM_11,2,Mixed,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,54.18720,-0.83190,NW-NE,nan,nan,Manure Pile,"Mobile inlet, car","Big Pile, GoslingGgreen Farm",Habton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-49.70,NA,,1326,0.00163,,,,,,,Excel
RHUL_FY_,4,Mixed,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,53.79223,-2.95122,nan,nan,nan,Manure Pile,"Mobile inlet, car",Plumpton Lane - manure pile behind hedgerow,Great Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-50.92,0.74,1.00,3042,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,13/11/2019,15:10:20,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,53.78838,-2.96913,SE,4.8,Kirkham,Manure Pile,"Mobile inlet, car",Unidentified - road west oif drill site - might be manure,Peel Hill,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-53.10,NA,,311,0.00163,,,,,,,Excel
RHUL_FY_,14/11/2019,14:41:31,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,53.78921,-2.81915,NNE,11.1,Kirkham,Manure Pile,"Mobile inlet, car",Farm near Salwick Bridge - downwind plume,Treales,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-53.15,NA,,403,0.00163,,,,,,,Excel
RHUL_KM_11,,Mixed,RHUL,Livestock - dairy cattle -  waste,Waste,3B1,54.18320,-0.75420,ESE-SSW,nan,nan,Manure Pile,"Mobile inlet, car",Big File at entrance to food processing plant,Lower Marishes,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-55.82,NA,,4058,0.00163,,,,,,,Excel
RHUL_FY_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.79241,-2.96261,nan,nan,nan,Cow Barn,"Mobile inlet, car",Moss House farm (W) - downwind plume,Great Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-54.56,1.43,1.00,713,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.83271,-2.95336,nan,nan,nan,Cow Barn,"Mobile inlet, car",Farm Singleton Station Rd - downwind plume,Singleton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-56.00,1.15,1.00,2385,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,14/11/2019,12:57:15,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.80210,-2.90359,NNE,10.3,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Moss Hall Farm - downwind plume,Weeton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-57.77,NA,,312,0.00163,,,,,,,Excel
RHUL_FY_,6,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.80090,-2.84815,nan,nan,nan,Cow Barn,"Mobile inlet, car",Cross Hill Farm - downwind plume,Treales,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,6,-58.39,3.23,0.99,985,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.81349,-2.82994,nan,nan,nan,Cow Barn,"Mobile inlet, car",Hale Hall Farm - downwind plume,Treales,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-58.54,NA,1.00,3384,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.75784,-2.91663,nan,nan,nan,Cow Barn,"Mobile inlet, car",Wrea Brook Farm - downwind plume,Bryning,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-58.60,NA,1.00,1448,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.79042,-2.94105,nan,nan,nan,Dairy Cows,"Mobile inlet, car",Plumpton Hall farm - downwind plume from barn,Little Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,8,-59.12,1.25,0.97,2519,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,13/11/2019,15:31:15,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.78017,-2.91916,SE,4.8,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Fox Lane Ends Farm - downwind plume,Wrea Green,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-59.22,NA,,461,0.00163,,,,,,,Excel
RHUL_FY_,6,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.78668,-2.94167,nan,nan,nan,Cow Barn,"Mobile inlet, car",Plumpton Hall farm - downwind plume from barn,Little Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,9,-60.06,1.86,0.99,863,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.78742,-2.94086,nan,nan,nan,Cow Barn,"Mobile inlet, car",Plumpton Hall farm - downwind plume from barn,Little Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-60.29,4.04,0.99,485,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,14/11/2019,11:58:47,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.83142,-2.95630,NNE,10.3,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Avenham Hall Farm - downwind plume,Singleton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-60.38,NA,,636,0.00163,,,,,,,Excel
RHUL_KM_,4,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,54.24800,-0.86700,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",The Grange cow barn,Marton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,5,-60.80,1.07,1.00,876,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,14/11/2019,13:37:25,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.80089,-2.84848,NNE,10.3,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Cross Hill Farm - downwind plume,Treales,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-60.97,NA,,787,0.00163,,,,,,,Excel
RHUL_FY_,14/11/2019,09:55:55,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.79257,-2.96060,NE,9.7,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Moss House farm (W) - downwind plume,Great Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-61.81,NA,,459,0.00163,,,,,,,Excel
RHUL_FY_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.78806,-2.94077,nan,nan,nan,Cow Barn,"Mobile inlet, car",Plumpton Hall farm - downwind plume from barn,Little Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-62.02,2.64,1.00,484,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.75600,-2.82600,nan,nan,nan,Dairy Cows,"Mobile inlet, car",Clifton Salt Marsh Cows downwind small plume],Clifton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-63.00,NA,1.00,67,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,13/11/2019,16:16:28,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.81752,-2.84648,SE,4.8,Kirkham,Dairy Cow Barn,"Mobile inlet, car",New Hall Farm - downwind plume,Wharles,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-63.19,NA,,542,0.00163,,,,,,,Excel
RHUL_FY_,13/11/2019,12:58:15,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.74463,-2.92321,SSW,4.2,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Lodge Farm - downwind plume on A584 road,Bryning,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-63.79,NA,,425,0.00163,,,,,,,Excel
RHUL_FY_,14/11/2019,11:47:28,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.83521,-2.93791,NNE,10.3,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Manor Farm - downwind plume,Singleton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-63.91,NA,,820,0.00163,,,,,,,Excel
RHUL_KM_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,54.18682,-0.82989,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",West-Cow Barn-Olver Lane,Habton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-63.96,0.63,1.00,1474,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,13/11/2019,18:11:55,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.75884,-2.85559,SE,4.8,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Lower House farm - downwind plume,Freckleton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-64.22,NA,,1213,0.00163,,,,,,,Excel
RHUL_FY_,14/11/2019,14:33:03,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.79731,-2.83315,NNE,11.1,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Moss House Farm (E) - downwind plume,Treales,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-64.93,NA,,748,0.00163,,,,,,,Excel
RHUL_KM_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,54.17823,-0.61261,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",Cow Barn - Yedingham road,Yedingham,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,8,-65.76,1.45,1.00,552,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_KM_,3,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,54.19788,-0.81990,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",Farm opp. frack site entrance,Kirby Misperton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-66.00,1.84,1.00,1448,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,14/11/2019,14:08:22,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.83891,-2.84726,NNE,11.1,Kirkham,Dairy Cow Barn,"Mobile inlet, car",Farm on B5269 - downwind plume,Crossmoor,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-66.15,NA,,864,0.00163,,,,,,,Excel
RHUL_FY_,5,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.82433,-2.85986,nan,nan,nan,Cow Barn,"Mobile inlet, car",Roseacre Road Cow Barn - downwind plume,Roseacre,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-66.80,1.22,1.00,424,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,2,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,53.83441,-2.90477,nan,nan,nan,Cow Barn,"Mobile inlet, car",Farm at Thistleton - cow barn plume,Thistleton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-66.89,2.65,1.00,399,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_KM_,6,Mixed,RHUL,Livestock - dairy cattle - enteric + waste,Agriculture + Waste,3A1 + 3B1,54.19664,-0.62647,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",Farm,Yedingham,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,8,-67.44,0.77,1.00,2746,0.00163,,,,,,,Excel (Miller-Tans)
ESR7_5,25/09/2018,09:57:43,RHUL/RUG,Pyrogenic,Unknown,1A4Ci,52.8696,7.42407,WSW-SW,1.6,nan,Pit Fire,"Mobile inlet, car",Meppen,Germany,North West of Germany,Germany,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-60.49,0.006,1,122.90861,0.00120123,,,,,,,BSCE Bisector
ESR9_36,27/02/2019,14:35,RHUL,Unknown,Unknown,nan,48.81831300,2.24618100,SSW,2.7,nan,"unknown, urban","urban road storm drain, on foot",Place Tony De Graff,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags," same poo odor, on street grate, flies/bugs",IRMS,RHUL,2,-26.82,0.0005,1,6662.515084,0.00279168,,,,,,,BSCE Bisector
ESR9_41,01/03/2019,13:45,RHUL,Unknown,Fossil fuel,1B,48.86555000,2.28892000,SW,5.4,iPhone,"unknown, urban","urban road storm drain, on foot",Villa Boissière & Rue Boissière,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,from grated storm drain on corner,IRMS,RHUL,2,-38.61,0.0009,1,397.7022468,0.000957915,,,,,,,BSCE Bisector
ESR9_23,20/10/2018,14:30,RHUL,Unknown,Unknown,nan,53.55709867,9.99598847,WNW,2.2352,iPhone,"Unknown, Urban","SE of Hamburg rural, mobile inlet",Kennedy Bridge,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"Taken directly from pipe on bridge, picarro died",IRMS,RHUL,4,-47.81,0.0916,0.6601,5170.825278,1.73885622,,,,,,,BSCE Bisector
ESR9_2,09/02/2018,09:45,RHUL,Unknown,Unknown,nan,52.75557183,4.67410609,S,4.236555216,iPhone,Unknown,"Mobile inlet, car",Belkmerweg Road,Petten,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,nan,IRMS,RHUL,2,-48.00,0.6559,1,29.222219,10.24937889,,,,,,,BSCE Bisector
ESR9_20,19/10/2018,11:15,RHUL,Unknown,Unknown,nan,53.46275000,10.18198000,WNW,0.44704,iPhone,"Unknown, urban","Urban road, mobile inlet",Neuengammer,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"Fluctuations in CO2, residential area, very close to an above ground natural gas infrastructure ",IRMS,RHUL,2,-48.30,5.5925,1,125.4570108,0.560072524,,,,,,,BSCE Bisector
ESR9_22,19/10/2018,13:08,RHUL,Unknown,Unknown,nan,53.40675000,10.13535000,W,0.44704,iPhone,"Unknown, Rurual","Mobile inlet, car",Steller Chaussee,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,Surrounded by farm land,IRMS,RHUL,2,-59.71,0.0067,1,51.16182247,0.631639366,,,,,,,BSCE Bisector
ESR9_17,15/06/2018,17:44,RHUL,Waste,Waste,5A,51.09992000,-0.32427000,SW,6.71,EGKK,Biogas,"Rural Industrial waste facility, mobile inlet",Langhurst Wood Rd. Biffa West Sussex Waste Facilities,Horsham,South East England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Waste_Biogas,IRMS,RHUL,2,-32.24,0.0000,1,5298,1,,,,,,,BSCE Bisector
ESR7_51,18/03/2019,11:47:05,RHUL,Waste,Waste,5B,53.359379,-0.954681,WNW,8,nan,Biogas Plant,"Mobile inlet, car",Sutton Grange AD,Retford,North of England,United Kingdom,Europe,North Notts Gas,SKC Flexfoil bags,nan,IRMS,RHUL,3,-38.82,0.0094,1,358.39167,0.0004,,,,,,,BSCE Bisector
ESR7_52,18/03/2019,14:36:06,RHUL,Waste,Waste,5B,53.546531,-0.976024,W-WSW,8.1,nan,Biogas Plant,"Mobile inlet, car",Vulcon Renewables Ltd,Doncaster,North of England,United Kingdom,Europe,North Notts Gas,SKC Flexfoil bags,nan,IRMS,RHUL,3,-43.85,0.07,0.9985,399.13212,0.00063,,,,,,,BSCE Bisector
ESR7_45,27/02/2019,12:25:00,RHUL,Waste,Waste,5B,53.36022368,-0.951745155,nan,nan,nan,Biogas Plant,"Mobile inlet, car",Sutton Grange AD,Retford,North of England,United Kingdom,Europe,North Notts Gas,SKC Flexfoil bags,nan,IRMS,RHUL,2,-45.1,0.003,1,358.39167,0.0004,,,,,,,BSCE Bisector
ESR7_29,17/12/2018,14:42:27,RHUL,Waste,Waste,5B,51.48797,-1.0235,S,nan,nan,Biogas Plant,"Mobile inlet, car",Mapledurham Biogas ,Reading,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,5,-45.11,1.14,0.451,748.91434,0.0002,,,,,,,BSCE Bisector
ESR7_46,27/02/2019,16:18:00,RHUL,Waste,Waste,5B,53.5485688,-0.9808637,nan,nan,nan,Biogas Plant,"Mobile inlet, car",Vulcon Renewables Ltd,Doncaster,North of England,United Kingdom,Europe,North Notts Gas,SKC Flexfoil bags,nan,IRMS,RHUL,3,-45.67,0.045,0.9969,738.46393,0.0003,,,,,,,BSCE Bisector
ESR7_24,06/12/2018,11:57:35,RHUL,Waste,Waste,5B,51.94772,-0.04993,SW,4.5,nan,Biogas Plant,"Mobile inlet, car",Buttermilk Hall Farm ,"Mobile inlet,car",England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-47.81,0,0.8433,38.5767,0.0006,,,,,,,BSCE Bisector
ESR9_18,15/06/2018,17:45,RHUL,Waste,Waste,5A,51.09920200,0.32449000,SW,6.71,EGKK,"Biogas, Landfill","Rural Industrial waste facility, mobile inlet",Langhurst Wood Rd. Biffa West Sussex Waste Facilities,Horsham,South East England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Waste_Landfill_Biogass,IRMS,RHUL,4,-48.64,0.0236,0.9432,966,85.0,,,,,,,BSCE Bisector
ESR8_4,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,2,-48.80,0.6357,1,298.98033,12.72965478,2,,,,,,ODR
ESR7_12,26/09/2018,12:16:29,RHUL/RUG,Waste,Waste,5B,53.21545,6.49765,SW-WSW,4,nan,Anaerobic digester,"Mobile inlet, car",Anaerobic digester of Sugarbeet Factory,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-49.26,0.004,1,437.07456,0.0004,,,,,,,BSCE Bisector
ESR8_3,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,3,-49.92,0.0835,-0.912269242,1827.978438,11.79449546,,,,,,,ODR
ESR7_64,23/05/2019,16:30:00,RHUL,Waste,Waste,5D,52.25006,-0.80611,S-SSE,0.5,nan,WWTP ,"Mobile inlet, car",Northampton Sewage Treatment Works,Northampton,North of England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,5,-49.93,0.27,0.5377,9227.01793,0.00168,,,,,,,BSCE Bisector
ESR9_101,28/11/2018,13:30,RHUL,Waste,Waste,5D,51.46172500,-0.34032000,SW,7.6,nan,Sewage,"Urban road, mobile inlet",Sedimentation basin - Mogden Water Treatment Works,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-50.14,0.0653,0.988774715,5607,1,,,,,,,BSCE Bisector
ESR7_18,02/10/2018,04:39:58,RHUL/RUG,Waste,Waste,5B,53.21432,6.49215,S,4,nan,Anaerobic digester,"Mobile inlet, car",Anaerobic digester of Sugarbeet Factory,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-50.3,0.008,1,725.71048,0.00033,,,,,,,BSCE Bisector
ESR9_61,22/06/2018,13:08,RHUL,Waste,Waste,5D,51.45884860,-0.33955850,W,2.24,EGLL,Sewage,"Urban road, mobile inlet","Rugby Rd, Mogden Ln - Mogden Water Treatment Works",Staines,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,SKC Flexfoil bags,nan,IRMS,RHUL,2,-50.34,0.0001,1,880,0,,,,,,,BSCE Bisector
ESR7_33,17/12/2018,15:09:00,RHUL,Waste,Waste,5D,51.43248,-0.98483,S,nan,nan,WWTP ,"Mobile inlet, car",Reading Sewage Treatment Works,Reading,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,4,-50.35,0.346,0.8921,1150.24621,0.0015,,,,,,,BSCE Bisector
ESR7_9,26/09/2018,09:31:16,RHUL/RUG,Waste,Waste,5B,53.19543,6.62521,SW-WSW,6,nan,Biogas Plant,"Mobile inlet, car",Woldjespoor Biogas Plant,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,3,-50.49,0.056,0.9958,5269.86652,0.000095,,,,,,,BSCE Bisector
ESR9_59,22/06/2018,11:33,RHUL,Waste,Waste,5D,51.39629420,-0.54317190,NW,2.68,EGLL,Sewage,"Urban road, Mobile inlet",Chertsey Waste Water and SewageTreatment Company,Staines,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,SKC Flexfoil bags,nan,IRMS,RHUL,3,-50.54,0.1796,0.805210786,958,0,,,,,,,BSCE Bisector
ESR7_11,26/09/2018,11:53:22,RHUL/RUG,Waste,Waste,5D,53.2105,6.49633,SW-WSW,4,nan,WWTP ,"Mobile inlet, car",WWTP of Sugarbeet factory,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-50.65,0.018,1,421.38829,0.00086,,,,,,,BSCE Bisector
ESR7_73,06/08/2019,11:30:00,RHUL,Waste,Waste,5B1B,51.17818,-2.98459,S,nan,nan,Composting,"Mobile inlet, car",Viridor Walpole Landfill,Pawlett,South West England,United Kingdom,Europe,Viridor Secondment-Walpole Survey,SKC Flexfoil bags,nan,IRMS,RHUL,5,-50.7,4.9,0.7961,3475.55086,0.00025,,,,,,,BSCE Bisector
ESR8_13,05/02/2018,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,nan,nan,nan,On the landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,6,-50.94,0.1412,0.963332773,4951.245578,22.11035246,,,,,,,ODR
ESR7_78,05/11/2019,10:47:00,RHUL,Waste,Waste,5B1B,51.07898,-2.54953,N,13,WYAB,Composting,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Fall Survey,SKC Flexfoil bags,nan,IRMS,RHUL,4,-51,0.5,0.7849,5139.12497,0.0023,,,,,,,BSCE Bisector
ESR7_38,22/01/2019,14:29:31,RHUL,Waste,Waste,5D,52.53147,-1.75387,SW,1.4,nan,WWTP ,"Mobile inlet, car",Minworth Sewage Treatment Works,Coldfield,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-51.1,0.2,0.9036,443.92005,0.00042,,,,,,,BSCE Bisector
ESR7_17,02/10/2018,03:34:43,RHUL/RUG,Waste,Waste,5B,53.19695,6.62251,SSW,10,nan,Biogas Plant,"Mobile inlet, car",Woldjespoor Biogas Plant,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,4,-51.11,0.49,0.7362,1715.60729,0.00058227,,,,,,,BSCE Bisector
ESR9_102,28/11/2018,13:36,RHUL,Waste,Waste,5D,51.46414830,-0.34057000,SW,7.6,nan,Sewage,"Urban road, mobile inlet",Aeration Basin - Mogden Water Treatment Works,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,4,-51.13,0.0113,0.995735913,1389,1,,,,,,,BSCE Bisector
